Name,Gender,Count,Year
David,M,66417,1966
James,M,65163,1966
John,M,65015,1966
Robert,M,59309,1966
William,M,38240,1966
Mark,M,34802,1966
Richard,M,34458,1966
Jeffrey,M,30199,1966
Thomas,M,29005,1966
Timothy,M,28927,1966
Christopher,M,27867,1966
Steven,M,27699,1966
Brian,M,27255,1966
Joseph,M,26983,1966
Scott,M,26036,1966
Kevin,M,25594,1966
Paul,M,23578,1966
Daniel,M,23270,1966
Charles,M,22251,1966
Kenneth,M,20834,1966
Anthony,M,20627,1966
Gregory,M,17006,1966
Ronald,M,16954,1966
Eric,M,16472,1966
Lisa,F,52436,1967
Kimberly,F,33096,1967
Michelle,F,30826,1967
Mary,F,25318,1967
Susan,F,22262,1967
Karen,F,21540,1967
Angela,F,19551,1967
Tammy,F,18651,1967
Melissa,F,18377,1967
Jennifer,F,18238,1967
Patricia,F,17753,1967
Amy,F,16123,1967
Elizabeth,F,16116,1967
Christine,F,15992,1967
Laura,F,15819,1967
Julie,F,15545,1967
Pamela,F,15368,1967
Cynthia,F,15341,1967
Donna,F,14787,1967
Sandra,F,14738,1967
Tina,F,14160,1967
Deborah,F,14012,1967
Kelly,F,13717,1967
Lori,F,13563,1967
Stephanie,F,13353,1967
Michael,M,82412,1967
David,M,66802,1967
James,M,61688,1967
John,M,61603,1967
Robert,M,56371,1967
William,M,37619,1967
Mark,M,34914,1967
Richard,M,33583,1967
Christopher,M,29417,1967
Brian,M,28648,1967
Timothy,M,28587,1967
Thomas,M,28251,1967
Jeffrey,M,28084,1967
Steven,M,27030,1967
Joseph,M,25927,1967
Scott,M,25534,1967
Kevin,M,24603,1967
Paul,M,22824,1967
Daniel,M,22193,1967
Charles,M,21290,1967
Anthony,M,20884,1967
Kenneth,M,19260,1967
Eric,M,17831,1967
Ronald,M,16442,1967
Gregory,M,15776,1967
Lisa,F,49533,1968
Michelle,F,33223,1968
Kimberly,F,31907,1968
Jennifer,F,26851,1968
Melissa,F,21731,1968
Mary,F,21725,1968
Angela,F,20671,1968
Tammy,F,20060,1968
Karen,F,19561,1968
Susan,F,19504,1968
Laura,F,18741,1968
Kelly,F,17139,1968
Amy,F,17092,1968
Christine,F,16523,1968
Patricia,F,15804,1968
Julie,F,15751,1968
Elizabeth,F,14886,1968
Tina,F,14772,1968
Cynthia,F,14051,1968
Pamela,F,14032,1968
Dawn,F,13441,1968
Lori,F,13126,1968
Stephanie,F,12954,1968
Donna,F,12749,1968
Tracy,F,12742,1968
Michael,M,81974,1968
David,M,63683,1968
John,M,60906,1968
James,M,60666,1968
Robert,M,58186,1968
William,M,36928,1968
Mark,M,35402,1968
Richard,M,32977,1968
Christopher,M,31467,1968
Brian,M,29922,1968
Jeffrey,M,28367,1968
Thomas,M,27424,1968
Timothy,M,26497,1968
Scott,M,26024,1968
Steven,M,25493,1968
Joseph,M,25396,1968
Kevin,M,23862,1968
Daniel,M,22015,1968
Paul,M,21869,1968
Charles,M,21569,1968
Anthony,M,20230,1968
Eric,M,18502,1968
Kenneth,M,18078,1968
Matthew,M,15824,1968
Ronald,M,15415,1968
Lisa,F,45028,1969
Michelle,F,34319,1969
Jennifer,F,33704,1969
Kimberly,F,33076,1969
Melissa,F,23019,1969
Amy,F,21462,1969
Angela,F,21062,1969
Mary,F,19851,1969
Tammy,F,19051,1969
Laura,F,17921,1969
Susan,F,17805,1969
Julie,F,17739,1969
Karen,F,17635,1969
Christine,F,16752,1969
Kelly,F,16328,1969
Elizabeth,F,15295,1969
Tracy,F,15108,1969
Patricia,F,14958,1969
Stephanie,F,14487,1969
Lori,F,14020,1969
Dawn,F,13768,1969
Tina,F,13606,1969
Cynthia,F,13516,1969
Pamela,F,13356,1969
Sandra,F,12187,1969
Michael,M,85159,1969
David,M,63675,1969
James,M,59894,1969
John,M,58737,1969
Robert,M,58303,1969
William,M,37608,1969
Christopher,M,35674,1969
Mark,M,33390,1969
Brian,M,31669,1969
Richard,M,31087,1969
Jeffrey,M,28965,1969
Scott,M,28655,1969
Thomas,M,27466,1969
Steven,M,26535,1969
Joseph,M,26177,1969
Kevin,M,23555,1969
Timothy,M,23359,1969
Daniel,M,23165,1969
Charles,M,21664,1969
Anthony,M,20904,1969
Eric,M,20746,1969
Paul,M,20687,1969
Kenneth,M,17550,1969
Matthew,M,17461,1969
Jason,M,16490,1969
Jennifer,F,46150,1970
Lisa,F,38965,1970
Kimberly,F,34133,1970
Michelle,F,34046,1970
Amy,F,25213,1970
Angela,F,24930,1970
Melissa,F,23734,1970
Tammy,F,19586,1970
Mary,F,19203,1970
Tracy,F,18465,1970
Julie,F,17158,1970
Karen,F,16700,1970
Laura,F,16492,1970
Christine,F,16062,1970
Susan,F,15739,1970
Dawn,F,15681,1970
Stephanie,F,15387,1970
Elizabeth,F,15112,1970
Heather,F,14670,1970
Kelly,F,14608,1970
Tina,F,13863,1970
Shannon,F,13547,1970
Lori,F,13449,1970
Patricia,F,13406,1970
Cynthia,F,12913,1970
Michael,M,85271,1970
James,M,61740,1970
David,M,61729,1970
John,M,58496,1970
Robert,M,57179,1970
Christopher,M,41751,1970
William,M,38889,1970
Brian,M,31918,1970
Mark,M,31464,1970
Richard,M,30440,1970
Jeffrey,M,30142,1970
Scott,M,28572,1970
Jason,M,27274,1970
Kevin,M,26970,1970
Steven,M,26795,1970
Joseph,M,26718,1970
Thomas,M,26674,1970
Eric,M,23573,1970
Daniel,M,23521,1970
Timothy,M,22427,1970
Charles,M,22412,1970
Anthony,M,21176,1970
Paul,M,20197,1970
Matthew,M,20188,1970
Kenneth,M,16803,1970
Jennifer,F,56771,1971
Michelle,F,33159,1971
Lisa,F,32910,1971
Kimberly,F,30706,1971
Amy,F,26237,1971
Angela,F,25900,1971
Melissa,F,23876,1971
Tammy,F,17656,1971
Mary,F,16702,1971
Julie,F,15324,1971
Stephanie,F,15134,1971
Heather,F,15019,1971
Tracy,F,14329,1971
Dawn,F,14288,1971
Karen,F,14213,1971
Laura,F,13874,1971
Susan,F,13783,1971
Christine,F,13677,1971
Elizabeth,F,13605,1971
Tina,F,13265,1971
Shannon,F,12647,1971
Kelly,F,12599,1971
Rebecca,F,12192,1971
Cynthia,F,12144,1971
Lori,F,11829,1971
Michael,M,77585,1971
James,M,54603,1971
David,M,53118,1971
John,M,51508,1971
Robert,M,50635,1971
Christopher,M,48224,1971
William,M,35416,1971
Jason,M,34179,1971
Brian,M,32625,1971
Scott,M,30902,1971
Richard,M,26157,1971
Jeffrey,M,25835,1971
Mark,M,25132,1971
Kevin,M,24850,1971
Joseph,M,24514,1971
Steven,M,23683,1971
Thomas,M,23150,1971
Eric,M,22964,1971
Matthew,M,22542,1971
Daniel,M,21787,1971
Timothy,M,20089,1971
Charles,M,19851,1971
Anthony,M,19225,1971
Paul,M,17468,1971
Gregory,M,14762,1971
Jennifer,F,63602,1972
Michelle,F,29287,1972
Lisa,F,27543,1972
Kimberly,F,26281,1972
Amy,F,25872,1972
Angela,F,23562,1972
Melissa,F,22494,1972
Stephanie,F,16890,1972
Heather,F,16320,1972
Nicole,F,15755,1972
Tammy,F,14211,1972
Julie,F,14063,1972
Mary,F,13756,1972
Rebecca,F,13253,1972
Elizabeth,F,12183,1972
Christine,F,11986,1972
Laura,F,11777,1972
Tina,F,11522,1972
Tracy,F,11436,1972
Dawn,F,11340,1972
Karen,F,11180,1972
Shannon,F,10966,1972
Kelly,F,10943,1972
Susan,F,10574,1972
Christina,F,10173,1972
Michael,M,71391,1972
Christopher,M,52173,1972
James,M,47064,1972
David,M,46326,1972
John,M,43162,1972
Robert,M,43015,1972
Jason,M,37434,1972
Brian,M,36309,1972
William,M,30512,1972
Matthew,M,22931,1972
Scott,M,22840,1972
Joseph,M,22456,1972
Kevin,M,22357,1972
Richard,M,22303,1972
Daniel,M,22091,1972
Eric,M,22031,1972
Jeffrey,M,21677,1972
Mark,M,21494,1972
Steven,M,19853,1972
Thomas,M,19561,1972
Timothy,M,17605,1972
Anthony,M,17459,1972
Charles,M,16969,1972
Paul,M,14561,1972
Chad,M,13391,1972
Jennifer,F,62447,1973
Amy,F,26964,1973
Michelle,F,26936,1973
Kimberly,F,23531,1973
Lisa,F,22673,1973
Melissa,F,22480,1973
Angela,F,20898,1973
Heather,F,19346,1973
Stephanie,F,17264,1973
Rebecca,F,14869,1973
Nicole,F,13922,1973
Julie,F,12784,1973
Elizabeth,F,12358,1973
Mary,F,12313,1973
Tammy,F,11245,1973
Christina,F,10888,1973
Christine,F,10549,1973
Kelly,F,10514,1973
Laura,F,10343,1973
Tracy,F,9913,1973
Dawn,F,9890,1973
Shannon,F,9803,1973
Karen,F,9352,1973
Tina,F,9308,1973
Susan,F,9279,1973
Michael,M,67808,1973
Christopher,M,48309,1973
Jason,M,46678,1973
James,M,42838,1973
David,M,41085,1973
John,M,39169,1973
Robert,M,38698,1973
Brian,M,35688,1973
William,M,28015,1973
Matthew,M,24535,1973
Daniel,M,23673,1973
Joseph,M,21327,1973
Eric,M,20802,1973
Kevin,M,20771,1973
Mark,M,20372,1973
Richard,M,19943,1973
Jeffrey,M,19215,1973
Scott,M,18981,1973
Thomas,M,17924,1973
Steven,M,17177,1973
Anthony,M,16415,1973
Timothy,M,16035,1973
Charles,M,15751,1973
Paul,M,12903,1973
Chad,M,12885,1973
Jennifer,F,63106,1974
Amy,F,29564,1974
Michelle,F,25828,1974
Heather,F,23180,1974
Angela,F,22803,1974
Kimberly,F,22427,1974
Melissa,F,22166,1974
Lisa,F,19777,1974
Stephanie,F,16983,1974
Rebecca,F,15165,1974
Nicole,F,13114,1974
Elizabeth,F,12263,1974
Mary,F,11739,1974
Julie,F,11360,1974
Kelly,F,10849,1974
Christina,F,10848,1974
Jessica,F,10655,1974
Shannon,F,10608,1974
Christine,F,9901,1974
Sarah,F,9790,1974
Laura,F,9716,1974
Dawn,F,9417,1974
Tracy,F,9285,1974
Tammy,F,9238,1974
Tina,F,8668,1974
Michael,M,67535,1974
Jason,M,54751,1974
Christopher,M,48590,1974
David,M,41793,1974
James,M,41336,1974
John,M,37618,1974
Robert,M,37009,1974
Brian,M,34451,1974
Matthew,M,27197,1974
William,M,26977,1974
Daniel,M,23834,1974
Joseph,M,21835,1974
Eric,M,20188,1974
Kevin,M,19464,1974
Jeffrey,M,19322,1974
Mark,M,18907,1974
Richard,M,18636,1974
Scott,M,18031,1974
Steven,M,17667,1974
Thomas,M,17270,1974
Anthony,M,16390,1974
Timothy,M,15892,1974
Charles,M,15151,1974
Jeremy,M,13296,1974
Ryan,M,13179,1974
Jennifer,F,58187,1975
Amy,F,32253,1975
Heather,F,24302,1975
Melissa,F,24167,1975
Angela,F,23360,1975
Michelle,F,22667,1975
Kimberly,F,20258,1975
Lisa,F,18139,1975
Stephanie,F,15775,1975
Nicole,F,14277,1975
Rebecca,F,13926,1975
Christina,F,12980,1975
Jessica,F,12928,1975
Amanda,F,12656,1975
Elizabeth,F,12473,1975
Kelly,F,11737,1975
Sarah,F,11170,1975
Julie,F,11144,1975
Mary,F,10972,1975
Laura,F,10312,1975
Shannon,F,9370,1975
Christine,F,9103,1975
Dawn,F,8744,1975
Tracy,F,8510,1975
April,F,8244,1975
Michael,M,68422,1975
Jason,M,52172,1975
Christopher,M,46577,1975
James,M,39574,1975
David,M,39155,1975
Robert,M,35308,1975
John,M,35075,1975
Brian,M,30586,1975
Matthew,M,28530,1975
William,M,25562,1975
Daniel,M,23816,1975
Joseph,M,22127,1975
Eric,M,19796,1975
Jeffrey,M,18317,1975
Kevin,M,18065,1975
Richard,M,17688,1975
Scott,M,17310,1975
Steven,M,17054,1975
Mark,M,16742,1975
Thomas,M,16535,1975
Anthony,M,16488,1975
Timothy,M,15948,1975
Ryan,M,15297,1975
Jeremy,M,15189,1975
Charles,M,14578,1975
Jennifer,F,59472,1976
Amy,F,31339,1976
Melissa,F,25094,1976
Heather,F,24192,1976
Angela,F,22039,1976
Michelle,F,19551,1976
Kimberly,F,18962,1976
Jessica,F,18369,1976
Lisa,F,17348,1976
Amanda,F,15589,1976
Stephanie,F,15180,1976
Rebecca,F,14490,1976
Nicole,F,14452,1976
Christina,F,14035,1976
Sarah,F,13996,1976
Elizabeth,F,13546,1976
Shannon,F,13369,1976
Jamie,F,12538,1976
Kelly,F,11791,1976
Laura,F,11251,1976
Julie,F,10840,1976
Mary,F,10319,1976
Rachel,F,8454,1976
Erin,F,8383,1976
Andrea,F,8352,1976
Michael,M,66917,1976
Jason,M,52650,1976
Christopher,M,45194,1976
David,M,39273,1976
James,M,38298,1976
John,M,33979,1976
Robert,M,33791,1976
Brian,M,30524,1976
Matthew,M,29952,1976
Daniel,M,24704,1976
William,M,24433,1976
Joseph,M,24056,1976
Eric,M,21363,1976
Jeremy,M,20128,1976
Kevin,M,18476,1976
Ryan,M,17486,1976
Jeffrey,M,17014,1976
Joshua,M,16846,1976
Richard,M,16753,1976
Steven,M,16652,1976
Timothy,M,16621,1976
Anthony,M,16603,1976
Thomas,M,16122,1976
Scott,M,15719,1976
Mark,M,15511,1976
Jennifer,F,58964,1977
Melissa,F,26880,1977
Amy,F,26730,1977
Jessica,F,24845,1977
Heather,F,23773,1977
Angela,F,20999,1977
Michelle,F,19540,1977
Kimberly,F,18285,1977
Amanda,F,18280,1977
Kelly,F,18234,1977
Sarah,F,18096,1977
Lisa,F,17013,1977
Elizabeth,F,16431,1977
Stephanie,F,15417,1977
Nicole,F,15247,1977
Christina,F,14500,1977
Rebecca,F,14196,1977
Jamie,F,12895,1977
Shannon,F,12519,1977
Laura,F,11320,1977
Mary,F,10654,1977
Julie,F,10205,1977
Erin,F,10198,1977
Andrea,F,9783,1977
Crystal,F,9725,1977
Michael,M,67588,1977
Jason,M,55636,1977
Christopher,M,46725,1977
David,M,40516,1977
James,M,40043,1977
Robert,M,34217,1977
John,M,34199,1977
Brian,M,32494,1977
Matthew,M,31967,1977
Joseph,M,26485,1977
Daniel,M,26074,1977
William,M,24757,1977
Kevin,M,22461,1977
Joshua,M,22069,1977
Jeremy,M,21611,1977
Ryan,M,21249,1977
Eric,M,20745,1977
Timothy,M,17976,1977
Jeffrey,M,17479,1977
Richard,M,17442,1977
Anthony,M,16804,1977
Thomas,M,16591,1977
Steven,M,16489,1977
Andrew,M,16018,1977
Mark,M,15419,1977
Jennifer,F,56318,1978
Melissa,F,28327,1978
Jessica,F,26103,1978
Amy,F,23214,1978
Heather,F,22270,1978
Amanda,F,20519,1978
Angela,F,20518,1978
Sarah,F,19976,1978
Michelle,F,18856,1978
Nicole,F,17280,1978
Lisa,F,17034,1978
Kelly,F,16977,1978
Kimberly,F,16878,1978
Elizabeth,F,16809,1978
Christina,F,16369,1978
Stephanie,F,16232,1978
Rebecca,F,13795,1978
Crystal,F,12592,1978
Laura,F,11242,1978
Jamie,F,10982,1978
Erin,F,10787,1978
Shannon,F,10599,1978
Andrea,F,10461,1978
Mary,F,10040,1978
Rachel,F,9802,1978
Michael,M,67133,1978
Jason,M,51604,1978
Christopher,M,47236,1978
David,M,40684,1978
James,M,39902,1978
Matthew,M,34285,1978
John,M,34018,1978
Robert,M,33379,1978
Brian,M,29435,1978
Joseph,M,26667,1978
Daniel,M,26442,1978
Joshua,M,25206,1978
William,M,24174,1978
Ryan,M,21322,1978
Kevin,M,20096,1978
Eric,M,19763,1978
Timothy,M,19597,1978
Jeremy,M,19510,1978
Jeffrey,M,16993,1978
Anthony,M,16809,1978
Richard,M,16733,1978
Andrew,M,16722,1978
Thomas,M,16483,1978
Steven,M,16391,1978
Nicholas,M,16343,1978
Jennifer,F,56716,1979
Melissa,F,34050,1979
Amanda,F,31925,1979
Jessica,F,27782,1979
Amy,F,21609,1979
Sarah,F,21017,1979
Heather,F,20834,1979
Angela,F,20257,1979
Nicole,F,19509,1979
Michelle,F,19266,1979
Elizabeth,F,18075,1979
Kimberly,F,17637,1979
Lisa,F,17285,1979
Christina,F,16453,1979
Stephanie,F,16204,1979
Kelly,F,15296,1979
Rebecca,F,14550,1979
Crystal,F,13468,1979
Jamie,F,12156,1979
Laura,F,11880,1979
Erin,F,11259,1979
Amber,F,11080,1979
April,F,10902,1979
Mary,F,10556,1979
Shannon,F,10370,1979
Michael,M,67718,1979
Christopher,M,50667,1979
Jason,M,50371,1979
David,M,42062,1979
James,M,39351,1979
Matthew,M,35625,1979
John,M,35412,1979
Robert,M,34018,1979
Joshua,M,31125,1979
Brian,M,28664,1979
Joseph,M,28653,1979
Daniel,M,28521,1979
William,M,24680,1979
Ryan,M,23211,1979
Nicholas,M,21343,1979
Jeremy,M,21007,1979
Eric,M,20269,1979
Timothy,M,19078,1979
Kevin,M,18734,1979
Andrew,M,18617,1979
Anthony,M,17517,1979
Justin,M,17392,1979
Adam,M,17050,1979
Jeffrey,M,16867,1979
Richard,M,16713,1979
Jennifer,F,58378,1980
Amanda,F,35811,1980
Jessica,F,33923,1980
Melissa,F,31634,1980
Sarah,F,25759,1980
Heather,F,19973,1980
Nicole,F,19917,1980
Amy,F,19833,1980
Elizabeth,F,19531,1980
Michelle,F,19120,1980
Kimberly,F,18500,1980
Angela,F,17967,1980
Stephanie,F,17841,1980
Tiffany,F,16229,1980
Christina,F,16140,1980
Lisa,F,15666,1980
Rebecca,F,15280,1980
Crystal,F,14253,1980
Kelly,F,13710,1980
Erin,F,13428,1980
Laura,F,12917,1980
Amber,F,12553,1980
Rachel,F,11619,1980
Jamie,F,11529,1980
Mary,F,11475,1980
Michael,M,68687,1980
Christopher,M,49082,1980
Jason,M,48166,1980
David,M,41890,1980
James,M,39314,1980
Matthew,M,37839,1980
Joshua,M,36054,1980
John,M,35277,1980
Robert,M,34269,1980
Joseph,M,30185,1980
Daniel,M,29895,1980
Brian,M,28718,1980
Justin,M,26763,1980
William,M,25638,1980
Ryan,M,24798,1980
Eric,M,22614,1980
Nicholas,M,21025,1980
Jeremy,M,19892,1980
Andrew,M,19734,1980
Timothy,M,19147,1980
Jonathan,M,18988,1980
Adam,M,18867,1980
Kevin,M,17976,1980
Anthony,M,17608,1980
Thomas,M,17565,1980
Jennifer,F,57048,1981
Jessica,F,42532,1981
Amanda,F,34373,1981
Sarah,F,28174,1981
Melissa,F,28005,1981
Amy,F,20344,1981
Nicole,F,20311,1981
Stephanie,F,20213,1981
Elizabeth,F,20169,1981
Heather,F,17946,1981
Michelle,F,17782,1981
Rebecca,F,16737,1981
Kimberly,F,16689,1981
Tiffany,F,16416,1981
Angela,F,15926,1981
Crystal,F,15888,1981
Christina,F,14392,1981
Lisa,F,14295,1981
Erin,F,13853,1981
Amber,F,13813,1981
Laura,F,13291,1981
Rachel,F,12590,1981
Kelly,F,11873,1981
Andrea,F,11685,1981
April,F,11405,1981
Michael,M,68759,1981
Christopher,M,50221,1981
Matthew,M,43328,1981
Jason,M,41928,1981
David,M,40633,1981
Joshua,M,39027,1981
James,M,38289,1981
John,M,34872,1981
Robert,M,34397,1981
Daniel,M,30989,1981
Joseph,M,30764,1981
Justin,M,27308,1981
Ryan,M,26814,1981
Brian,M,26582,1981
William,M,24801,1981
Jonathan,M,22593,1981
Eric,M,20715,1981
Andrew,M,20234,1981
Brandon,M,20205,1981
Adam,M,20042,1981
Nicholas,M,19777,1981
Jeremy,M,19111,1981
Anthony,M,18574,1981
Timothy,M,18228,1981
Kevin,M,17456,1981
Jennifer,F,57118,1982
Jessica,F,45449,1982
Amanda,F,34214,1982
Sarah,F,28488,1982
Melissa,F,25866,1982
Nicole,F,21706,1982
Stephanie,F,20861,1982
Elizabeth,F,20507,1982
Crystal,F,19098,1982
Amy,F,18800,1982
Michelle,F,17765,1982
Heather,F,17495,1982
Tiffany,F,17174,1982
Kimberly,F,16101,1982
Rebecca,F,15729,1982
Angela,F,15002,1982
Ashley,F,14854,1982
Amber,F,14677,1982
Christina,F,14518,1982
Erin,F,14362,1982
Rachel,F,13873,1982
Laura,F,13310,1982
Lisa,F,12637,1982
Emily,F,12521,1982
Kelly,F,12170,1982
Michael,M,68228,1982
Christopher,M,59229,1982
Matthew,M,46050,1982
Jason,M,40634,1982
David,M,40456,1982
James,M,38875,1982
Joshua,M,38003,1982
John,M,34707,1982
Robert,M,34414,1982
Daniel,M,32654,1982
Joseph,M,31041,1982
Justin,M,29111,1982
Ryan,M,26686,1982
Brian,M,25830,1982
William,M,25606,1982
Jonathan,M,23114,1982
Andrew,M,22836,1982
Brandon,M,20215,1982
Adam,M,20102,1982
Eric,M,19879,1982
Anthony,M,19651,1982
Nicholas,M,19642,1982
Thomas,M,17579,1982
Kevin,M,17465,1982
Timothy,M,17463,1982
Jennifer,F,54355,1983
Jessica,F,45284,1983
Amanda,F,33750,1983
Ashley,F,33291,1983
Sarah,F,27230,1983
Melissa,F,23474,1983
Nicole,F,22400,1983
Stephanie,F,22331,1983
Heather,F,20747,1983
Elizabeth,F,19842,1983
Crystal,F,17907,1983
Amy,F,17096,1983
Michelle,F,16838,1983
Tiffany,F,15959,1983
Kimberly,F,15370,1983
Christina,F,15358,1983
Amber,F,14893,1983
Erin,F,14837,1983
Rebecca,F,14714,1983
Rachel,F,14592,1983
Megan,F,14124,1983
Angela,F,13218,1983
Laura,F,13199,1983
Lauren,F,12944,1983
Emily,F,12377,1983
Michael,M,67997,1983
Christopher,M,59329,1983
Matthew,M,50208,1983
David,M,39206,1983
Joshua,M,36688,1983
James,M,36344,1983
Jason,M,35118,1983
Daniel,M,34748,1983
John,M,33158,1983
Robert,M,32744,1983
Joseph,M,30444,1983
Justin,M,28301,1983
Ryan,M,27849,1983
Brian,M,26047,1983
Andrew,M,25564,1983
William,M,25396,1983
Brandon,M,23516,1983
Adam,M,23489,1983
Jonathan,M,22756,1983
Eric,M,20356,1983
Nicholas,M,19894,1983
Anthony,M,19832,1983
Steven,M,18311,1983
Thomas,M,17565,1983
Kevin,M,17378,1983
Jennifer,F,50563,1984
Jessica,F,45858,1984
Ashley,F,38774,1984
Amanda,F,33913,1984
Sarah,F,25889,1984
Stephanie,F,23025,1984
Nicole,F,22271,1984
Melissa,F,21897,1984
Heather,F,21489,1984
Elizabeth,F,20361,1984
Megan,F,16984,1984
Crystal,F,16561,1984
Amy,F,15990,1984
Tiffany,F,15861,1984
Rachel,F,15838,1984
Danielle,F,15670,1984
Michelle,F,15499,1984
Amber,F,15369,1984
Laura,F,14818,1984
Christina,F,14705,1984
Lauren,F,14475,1984
Kimberly,F,14446,1984
Rebecca,F,13349,1984
Emily,F,12786,1984
Erin,F,12622,1984
Michael,M,67741,1984
Christopher,M,60019,1984
Matthew,M,49769,1984
Joshua,M,40266,1984
David,M,38492,1984
Daniel,M,36533,1984
James,M,35856,1984
John,M,32611,1984
Robert,M,31772,1984
Joseph,M,30511,1984
Jason,M,29952,1984
Ryan,M,28726,1984
Justin,M,26772,1984
Andrew,M,25919,1984
Brandon,M,25671,1984
William,M,24902,1984
Brian,M,24723,1984
Adam,M,23940,1984
Jonathan,M,23344,1984
Nicholas,M,21018,1984
Anthony,M,20958,1984
Eric,M,20956,1984
Steven,M,18219,1984
Kevin,M,17862,1984
Thomas,M,17597,1984
Jessica,F,48348,1985
Ashley,F,47008,1985
Jennifer,F,42660,1985
Amanda,F,39056,1985
Sarah,F,24878,1985
Stephanie,F,23244,1985
Nicole,F,22967,1985
Heather,F,21152,1985
Elizabeth,F,20545,1985
Megan,F,20012,1985
Melissa,F,19963,1985
Christina,F,16600,1985
Rachel,F,16361,1985
Laura,F,16002,1985
Lauren,F,15768,1985
Amber,F,15506,1985
Brittany,F,15437,1985
Danielle,F,15417,1985
Kimberly,F,14913,1985
Amy,F,14429,1985
Crystal,F,14398,1985
Michelle,F,13976,1985
Tiffany,F,13681,1985
Emily,F,13143,1985
Rebecca,F,12704,1985
Michael,M,64936,1985
Christopher,M,59616,1985
Matthew,M,47079,1985
Joshua,M,42198,1985
Daniel,M,38564,1985
David,M,38527,1985
James,M,35864,1985
Robert,M,32095,1985
John,M,31499,1985
Joseph,M,30219,1985
Andrew,M,30180,1985
Ryan,M,29909,1985
Brandon,M,29307,1985
Jason,M,26036,1985
Justin,M,25536,1985
William,M,24608,1985
Jonathan,M,24116,1985
Brian,M,23068,1985
Nicholas,M,22384,1985
Anthony,M,22099,1985
Eric,M,20843,1985
Adam,M,20165,1985
Kevin,M,18813,1985
Steven,M,18728,1985
Thomas,M,17607,1985
Jessica,F,52684,1986
Ashley,F,49672,1986
Amanda,F,40532,1986
Jennifer,F,36189,1986
Sarah,F,28164,1986
Stephanie,F,22648,1986
Nicole,F,21292,1986
Brittany,F,20313,1986
Heather,F,19789,1986
Elizabeth,F,19074,1986
Megan,F,18591,1986
Melissa,F,17667,1986
Amber,F,16955,1986
Lauren,F,16683,1986
Rachel,F,15456,1986
Danielle,F,14943,1986
Tiffany,F,14483,1986
Kimberly,F,14418,1986
Christina,F,14386,1986
Laura,F,14173,1986
Samantha,F,14092,1986
Amy,F,13451,1986
Michelle,F,13303,1986
Emily,F,13236,1986
Crystal,F,12689,1986
Michael,M,64236,1986
Christopher,M,56697,1986
Matthew,M,46924,1986
Joshua,M,37541,1986
David,M,37149,1986
Daniel,M,36574,1986
James,M,34055,1986
Andrew,M,33859,1986
Robert,M,31351,1986
John,M,30208,1986
Ryan,M,29525,1986
Joseph,M,28832,1986
Brandon,M,27253,1986
Justin,M,26636,1986
William,M,24333,1986
Jonathan,M,23973,1986
Nicholas,M,22800,1986
Jason,M,22417,1986
Anthony,M,21959,1986
Brian,M,21029,1986
Kevin,M,19935,1986
Eric,M,19528,1986
Kyle,M,19315,1986
Adam,M,18155,1986
Steven,M,18099,1986
Jessica,F,55996,1987
Ashley,F,54853,1987
Amanda,F,41786,1987
Jennifer,F,32708,1987
Sarah,F,27895,1987
Stephanie,F,22402,1987
Brittany,F,22231,1987
Nicole,F,20286,1987
Heather,F,18982,1987
Elizabeth,F,18608,1987
Samantha,F,17944,1987
Megan,F,17823,1987
Melissa,F,17674,1987
Danielle,F,17009,1987
Amber,F,16749,1987
Lauren,F,16708,1987
Rachel,F,15644,1987
Tiffany,F,14743,1987
Emily,F,14711,1987
Christina,F,13818,1987
Michelle,F,13034,1987
Laura,F,13032,1987
Kimberly,F,13030,1987
Amy,F,11787,1987
Rebecca,F,11626,1987
Michael,M,63663,1987
Christopher,M,54494,1987
Matthew,M,46507,1987
Joshua,M,40004,1987
David,M,36796,1987
Andrew,M,36205,1987
Daniel,M,35875,1987
James,M,32660,1987
Justin,M,31492,1987
Robert,M,30240,1987
John,M,29553,1987
Joseph,M,28519,1987
Ryan,M,28490,1987
Brandon,M,24823,1987
William,M,24203,1987
Nicholas,M,23249,1987
Anthony,M,23123,1987
Jonathan,M,23120,1987
Kevin,M,20421,1987
Brian,M,20363,1987
Eric,M,20203,1987
Kyle,M,19866,1987
Jason,M,19349,1987
Thomas,M,18137,1987
Steven,M,17769,1987
Jessica,F,51557,1988
Ashley,F,49975,1988
Amanda,F,39459,1988
Sarah,F,28374,1988
Jennifer,F,27893,1988
Brittany,F,26817,1988
Stephanie,F,22844,1988
Samantha,F,20700,1988
Nicole,F,20314,1988
Elizabeth,F,20042,1988
Lauren,F,19638,1988
Megan,F,18570,1988
Tiffany,F,18363,1988
Heather,F,18033,1988
Amber,F,16676,1988
Melissa,F,16545,1988
Danielle,F,16254,1988
Emily,F,15871,1988
Rachel,F,15348,1988
Kayla,F,13432,1988
Michelle,F,13339,1988
Christina,F,12954,1988
Laura,F,12127,1988
Courtney,F,12043,1988
Kimberly,F,11949,1988
Michael,M,64168,1988
Christopher,M,53015,1988
Matthew,M,45875,1988
Joshua,M,42650,1988
Andrew,M,35745,1988
David,M,35330,1988
Justin,M,35055,1988
Daniel,M,34718,1988
James,M,32521,1988
Robert,M,30317,1988
John,M,29423,1988
Joseph,M,29019,1988
Ryan,M,27750,1988
